Primary Cell Line Name,Compound,ActArea
NUGC-3,Panobinostat,4.2428
NUGC-4,Panobinostat,5.8552
OC 314,Panobinostat,3.7559
OC 315,Panobinostat,4.3413
OC 316,Panobinostat,3.9949
OCI-AML2,Panobinostat,5.3795
OCI-AML5,Panobinostat,6.1828
OCI-LY10,Panobinostat,4.9742
OCUM-1,Panobinostat,5.165
OE21,Panobinostat,4.345
OE33,Panobinostat,4.8403
ONCO-DG-1,Panobinostat,4.0304
ONS-76,Panobinostat,3.9079
OPM-2,Panobinostat,6.84
OV-90,Panobinostat,4.7692
OVCAR-4,Panobinostat,3.9406
OVCAR-8,Panobinostat,5.1246
OVMANA,Panobinostat,3.3768
OVSAHO,Panobinostat,3.2763
OVTOKO,Panobinostat,4.7984
P12-ICHIKAWA,Panobinostat,5.9228
P31/FUJ,Panobinostat,6.1262
P3HR-1,Panobinostat,4.2803
Panc 02.03,Panobinostat,4.357
Panc 03.27,Panobinostat,3.6862
Panc 04.03,Panobinostat,3.5197
Panc 10.05,Panobinostat,4.0085
PA-TU-8902,Panobinostat,3.9954
PC-14,Panobinostat,4.1845
PC-3,Panobinostat,3.2379
Pfeiffer,Panobinostat,5.5938
PK-1,Panobinostat,3.7359
PK-45H,Panobinostat,4.0222
PK-59,Panobinostat,3.8702
PL45,Panobinostat,4.0713
PLC/PRF/5,Panobinostat,4.822
PSN1,Panobinostat,4.1128
QGP-1,Panobinostat,4.2756
Raji,Panobinostat,4.1707
RD,Panobinostat,5.2349
Reh,Panobinostat,4.9712
RERF-GC-1B,Panobinostat,4.1861
RERF-LC-AI,Panobinostat,4.4865
RERF-LC-MS,Panobinostat,3.3784
RKN,Panobinostat,3.893
RKO,Panobinostat,4.4547
RL95-2,Panobinostat,4.9122
RPMI-7951,Panobinostat,4.7622
RPMI-8402,Panobinostat,5.8744
RT-112,Panobinostat,4.9117
RT4,Panobinostat,4.7139
RVH-421,Panobinostat,4.0976
Saos-2,Panobinostat,4.3266
SBC-5,Panobinostat,4.3195
SCaBER,Panobinostat,4.1539
SCC-9,Panobinostat,5.3576
SF126,Panobinostat,4.1631
SF-295,Panobinostat,3.2886
SF8657,Panobinostat,2.548
SH-10-TC,Panobinostat,3.9183
SHP-77,Panobinostat,4.1427
SIG-M5,Panobinostat,6.2273
SIMA,Panobinostat,4.7345
SJRH30,Panobinostat,5.2359
SJSA-1,Panobinostat,4.1913
SK-BR-3,Panobinostat,5.2138
SK-CO-1,Panobinostat,3.4435
SK-ES-1,Panobinostat,5.2424
SK-HEP-1,Panobinostat,3.5627
SK-LMS-1,Panobinostat,4.5119
SK-LU-1,Panobinostat,4.0676
SK-MEL-2,Panobinostat,4.9024
SK-MEL-24,Panobinostat,3.9406
SK-MEL-30,Panobinostat,3.2337
SK-MEL-31,Panobinostat,4.2725
SK-MEL-5,Panobinostat,4.3233
SK-MES-1,Panobinostat,4.3314
SK-MM-2,Panobinostat,4.3589
SK-N-AS,Panobinostat,5.2683
SK-N-BE(2),Panobinostat,5.538
SK-N-DZ,Panobinostat,5.6735
SK-N-FI,Panobinostat,4.3873
SK-N-SH,Panobinostat,5.1937
SK-OV-3,Panobinostat,3.3944
SNG-M,Panobinostat,3.9169
SNU-1,Panobinostat,4.0105
SNU-16,Panobinostat,4.804
SNU-182,Panobinostat,4.3852
SNU-387,Panobinostat,3.7306
SNU-398,Panobinostat,4.3922
SNU-423,Panobinostat,3.1265
SNU-449,Panobinostat,3.3569
SNU-475,Panobinostat,3.7899
SNU-C2A,Panobinostat,3.2683
SNU-C2B,Panobinostat,3.8706
Sq-1,Panobinostat,4.9539
SU.86.86,Panobinostat,3.8365
SU-DHL-10,Panobinostat,5.3984
SU-DHL-4,Panobinostat,5.8489
SU-DHL-6,Panobinostat,6.1489
SU-DHL-8,Panobinostat,6.3157
SUIT-2,Panobinostat,3.1656
SUP-M2,Panobinostat,5.489
SUP-T1,Panobinostat,4.1072
SW 1088,Panobinostat,2.9392
SW 1271,Panobinostat,3.5354
SW 1353,Panobinostat,4.4823
SW1417,Panobinostat,4.3976
SW 1573,Panobinostat,3.9544
SW 1990,Panobinostat,3.6605
SW403,Panobinostat,5.1316
SW48,Panobinostat,4.6508
SW480,Panobinostat,3.7592
SW579,Panobinostat,4.3588
SW620,Panobinostat,4.822
SW 780,Panobinostat,3.3299
SW 900,Panobinostat,1.8786
T24,Panobinostat,4.441
T3M-10,Panobinostat,3.879
T-47D,Panobinostat,4.3607
T84,Panobinostat,3.9686
T98G,Panobinostat,2.8925
TC-71,Panobinostat,4.6377
TCCSUP,Panobinostat,4.3885
TE-1,Panobinostat,5.0321
TE-11,Panobinostat,3.5976
TE-15,Panobinostat,4.4379
TE-5,Panobinostat,3.463
TE 617.T,Panobinostat,5.0969
TE-9,Panobinostat,4.0263
TEN,Panobinostat,3.5077
Toledo,Panobinostat,4.2588
TOV-112D,Panobinostat,4.3584
TOV-21G,Panobinostat,3.7608
TT2609-C02,Panobinostat,4.9275
TYK-nu,Panobinostat,4.6765
U-118 MG,Panobinostat,4.1269
U-2 OS,Panobinostat,5.1185
U-87 MG,Panobinostat,3.4181
U-937,Panobinostat,5.0159
UACC-257,Panobinostat,4.057
UACC-62,Panobinostat,4.6762
UACC-812,Panobinostat,3.7262
UM-UC-3,Panobinostat,3.3849
VMRC-LCD,Panobinostat,5.8651
VMRC-RCW,Panobinostat,5.963
VMRC-RCZ,Panobinostat,3.8161
WM-115,Panobinostat,3.3891
WM1799,Panobinostat,3.5298
WM-266-4,Panobinostat,4.9417
WM-793,Panobinostat,4.05
WM-88,Panobinostat,4.2388
WM-983B,Panobinostat,4.4884
YKG1,Panobinostat,4.1169
ZR-75-1,Panobinostat,4.6473
ZR-75-30,Panobinostat,4.2563
1321N1,Sorafenib,0.2672
22Rv1,Sorafenib,0.8047
42-MG-BA,Sorafenib,1.1898
5637,Sorafenib,0.7932
639-V,Sorafenib,0.4203
697,Sorafenib,1.8187
769-P,Sorafenib,0.1058
786-O,Sorafenib,0.552
8305C,Sorafenib,0.6724
8505C,Sorafenib,0.4669
8-MG-BA,Sorafenib,0.1737
A172,Sorafenib,0.2818
A-204,Sorafenib,2.0935
A2058,Sorafenib,0.05127
A-253,Sorafenib,0.4373
A2780,Sorafenib,0.9908
A-375,Sorafenib,0.6118
A549,Sorafenib,0.6549
A-673,Sorafenib,0.3025
ACHN,Sorafenib,0.6473
ALL-SIL,Sorafenib,2.1035
AMO-1,Sorafenib,0.9786
AN3 CA,Sorafenib,0.1933
AsPC-1,Sorafenib,0.4228
AU565,Sorafenib,0.6273
AZ-521,Sorafenib,0.6914
B-CPAP,Sorafenib,1.5503
BDCM,Sorafenib,0.2804
BGC-823,Sorafenib,0.1315
BL-41,Sorafenib,0
BL-70,Sorafenib,0.1112
BT-20,Sorafenib,0.4714
BT-474,Sorafenib,0.8083
BT-549,Sorafenib,0.5889
BxPC-3,Sorafenib,0.3544
C2BBe1,Sorafenib,0.2239
C32,Sorafenib,0.3158
C3A,Sorafenib,0.7144
Caki-2,Sorafenib,0.4486
CAL-12T,Sorafenib,0.6577
CAL 27,Sorafenib,0.3294
CAL-78,Sorafenib,0.301
CAL-85-1,Sorafenib,0.04859
Calu-1,Sorafenib,0.05791
Calu-3,Sorafenib,0.5152
Calu-6,Sorafenib,0.8441
CAMA-1,Sorafenib,0.1544
Capan-2,Sorafenib,0
CAS-1,Sorafenib,0.06255
CCK-81,Sorafenib,0.1157
CHL-1,Sorafenib,0.6945
CHP-212,Sorafenib,0.5689
CI-1,Sorafenib,0.3438
CMK-86,Sorafenib,1.0556
COLO 201,Sorafenib,0.8047
COLO 205,Sorafenib,1.204
COLO-320,Sorafenib,0.7374
COLO-677,Sorafenib,1.5382
COLO-678,Sorafenib,0.8591
COLO-679,Sorafenib,0.4606
COLO-699,Sorafenib,1.0101
COLO 741,Sorafenib,0.2976
COR-L105,Sorafenib,0
COR-L23,Sorafenib,0.8032
COV318,Sorafenib,0.2473
COV504,Sorafenib,0.09018
Daoy,Sorafenib,0.3994
DBTRG-05MG,Sorafenib,0.7186
DEL,Sorafenib,1.989
Detroit 562,Sorafenib,0.08576
DK-MG,Sorafenib,0.04339
DMS 114,Sorafenib,0.7432
DOHH-2,Sorafenib,2.8625
DOV13,Sorafenib,1.3888
DU 145,Sorafenib,0.3253
DV-90,Sorafenib,0.04952
EB1,Sorafenib,0.2679
EB2,Sorafenib,0.06314
EBC-1,Sorafenib,0.3943
EFE-184,Sorafenib,0.3326
EFM-19,Sorafenib,0.3749
EFO-21,Sorafenib,0.5223
EFO-27,Sorafenib,0.326
EM-2,Sorafenib,1.7046
EN,Sorafenib,0.3369
ES-2,Sorafenib,0.38
ESS-1,Sorafenib,0.4498
F-36P,Sorafenib,1.2146
FaDu,Sorafenib,0.05019
FU97,Sorafenib,1.0666
FU-OV-1,Sorafenib,0.6551
G-361,Sorafenib,0.8658
G-401,Sorafenib,1.2294
G-402,Sorafenib,1.1492
GAMG,Sorafenib,0.1068
GB-1,Sorafenib,1.0509
GCIY,Sorafenib,0.2187
GCT,Sorafenib,0.497
GI-1,Sorafenib,0.4663
GLC-82,Sorafenib,0.08588
GMS-10,Sorafenib,0.1598
GRANTA-519,Sorafenib,0.4338
H4,Sorafenib,0.1642
HARA,Sorafenib,0.3296
HCC1187,Sorafenib,0.2117
HCC1395,Sorafenib,0.3345
HCC-15,Sorafenib,0.827
HCC1569,Sorafenib,0.2041
HCC1806,Sorafenib,0.8092
HCC1954,Sorafenib,0.4548
HCC2935,Sorafenib,0
HCC4006,Sorafenib,0.3675
HCC-44,Sorafenib,0.5025
HCC-56,Sorafenib,0.08142
HCC70,Sorafenib,0.5751
HCC-78,Sorafenib,0
HCC827,Sorafenib,0.5981
HCT 116,Sorafenib,0.8268
HCT-15,Sorafenib,1.1377
HD-MY-Z,Sorafenib,0.9484
HDQ-P1,Sorafenib,0.1197
HEC-151,Sorafenib,0.7036
HEC-1-A,Sorafenib,0.6987
HEC-1-B,Sorafenib,0.9618
HEC-251,Sorafenib,0.5294
HEC-265,Sorafenib,0.852
HEC-59,Sorafenib,0.6413
HEC-6,Sorafenib,1.2738
HEL 92.1.7,Sorafenib,0.3034
Hep 3B2.1-7,Sorafenib,0.6187
Hep G2,Sorafenib,0.2541
Hey-A8,Sorafenib,0.6201
HGC-27,Sorafenib,0.4772
HH,Sorafenib,1.3007
HLE,Sorafenib,0.2021
HLF,Sorafenib,0.5575
HMC-1-8,Sorafenib,0.2971
HMCB,Sorafenib,1.3145
HOS,Sorafenib,0.06738
HPAC,Sorafenib,0.8845
HPAF-II,Sorafenib,0.4414
Hs 229.T,Sorafenib,0.1337
Hs 294T,Sorafenib,0.01333
Hs 578T,Sorafenib,0.05614
Hs 683,Sorafenib,0.2025
Hs 695T,Sorafenib,0.09031
Hs 729,Sorafenib,0.04854
Hs 739.T,Sorafenib,0.8671
Hs 746T,Sorafenib,0.2575
Hs 766T,Sorafenib,0.2793
Hs 840.T,Sorafenib,0.2267
Hs 852.T,Sorafenib,0.4032
Hs 895.T,Sorafenib,0.911
Hs 936.T,Sorafenib,0.1109
Hs 939.T,Sorafenib,0.08454
Hs 944.T,Sorafenib,0.6535
HSC-2,Sorafenib,1.0356
HT,Sorafenib,1.8156
HT-1080,Sorafenib,0.1179
HT-1197,Sorafenib,0.1303
HT-1376,Sorafenib,0.3819
HT-144,Sorafenib,0.6104
HT-29,Sorafenib,0.658
HuCCT1,Sorafenib,0.4565
huH-1,Sorafenib,0.1994
HUP-T3,Sorafenib,0.1761
HUP-T4,Sorafenib,0.15
HuT 78,Sorafenib,0.7262
IA-LM,Sorafenib,0.8639
IGR-37,Sorafenib,0.7135
IGR-39,Sorafenib,0.2575
IGROV1,Sorafenib,0.8575
IM95,Sorafenib,0.4556
IMR-32,Sorafenib,0.024
IPC-298,Sorafenib,0.6293
Ishikawa (Heraklio) 02 ER-,Sorafenib,0.863
IST-MES1,Sorafenib,1.155
IST-MES2,Sorafenib,0.6781
J82,Sorafenib,0
JHH-2,Sorafenib,0.1974
JHH-4,Sorafenib,0.7286
JHH-5,Sorafenib,0.3623
JHH-6,Sorafenib,0.02019
JHH-7,Sorafenib,1.0576
JHOS-2,Sorafenib,0
JHOS-4,Sorafenib,0.2538
JHUEM-2,Sorafenib,0.4216
JM1,Sorafenib,0.2965
JMSU-1,Sorafenib,0.7113
JURKAT,Sorafenib,1.4882
JVM-3,Sorafenib,1.21
K029AX,Sorafenib,0.5472
KALS-1,Sorafenib,0.1169
KARPAS-299,Sorafenib,0.09596
KARPAS-422,Sorafenib,0.4391
KARPAS-620,Sorafenib,1.3176
KASUMI-2,Sorafenib,0.941
KCI-MOH1,Sorafenib,0.6298
KCL-22,Sorafenib,1.6803
KE-39,Sorafenib,0.4823
KE-97,Sorafenib,0.6616
KELLY,Sorafenib,0.4258
KG-1,Sorafenib,0.8453
KHM-1B,Sorafenib,0.9919
KLE,Sorafenib,0.6244
KMBC-2,Sorafenib,0
KMM-1,Sorafenib,1.6069
KMRC-1,Sorafenib,0.337
KMRC-2,Sorafenib,0.4541
KMS-11,Sorafenib,2.1886
KMS-12-BM,Sorafenib,0.3402
KMS-26,Sorafenib,0.8896
KMS-34,Sorafenib,1.2637
KNS-42,Sorafenib,0.3099
KNS-60,Sorafenib,0.4594
KNS-62,Sorafenib,0.0401
KNS-81,Sorafenib,0.1781
KO52,Sorafenib,1.6474
KP-1N,Sorafenib,1.2839
KP-1NL,Sorafenib,0.5487
KP-2,Sorafenib,0.2155
KP-3,Sorafenib,0.8425
KP4,Sorafenib,0.691
KP-N-SI9s,Sorafenib,0.7751
KU812,Sorafenib,0
KURAMOCHI,Sorafenib,1.1985
KYM-1,Sorafenib,0.6532
KYSE-140,Sorafenib,0.1106
KYSE-150,Sorafenib,0.08508
KYSE-180,Sorafenib,0.3126
KYSE-30,Sorafenib,0.466
KYSE-410,Sorafenib,0.2293
KYSE-450,Sorafenib,0.09899
KYSE-510,Sorafenib,0.6993
KYSE-520,Sorafenib,0.4213
KYSE-70,Sorafenib,0.6312
L3.3,Sorafenib,0.4845
L-363,Sorafenib,1.6377
L-428,Sorafenib,1.1127
LC-1/sq-SF,Sorafenib,0.05495
LCLC-103H,Sorafenib,0.4543
LN-18,Sorafenib,0.4215
LN-229,Sorafenib,0.4278
LOU-NH91,Sorafenib,1.0337
LOX IMVI,Sorafenib,0.524
LP-1,Sorafenib,1.1561
LS123,Sorafenib,0.1955
LS411N,Sorafenib,0.1615
LS513,Sorafenib,0.9539
LU99,Sorafenib,1.1541
LUDLU-1,Sorafenib,0.6557
M059J,Sorafenib,0.1766
Malme-3M,Sorafenib,0.8727
MB 157,Sorafenib,0.4643
MC116,Sorafenib,0.5503
MCAS,Sorafenib,0.4575
MCF7,Sorafenib,0
MDA-MB-157,Sorafenib,0.5498
MDA-MB-175-VII,Sorafenib,0.07455
MDA-MB-415,Sorafenib,0.8087
MDA-MB-435S,Sorafenib,0.6186
MDA-MB-436,Sorafenib,0.2087
MDA-MB-453,Sorafenib,0.8147
MDA-MB-468,Sorafenib,0.8336
MEC-1,Sorafenib,1.2061
MEG-01,Sorafenib,0.1151
MEL-HO,Sorafenib,0.7755
MES-SA,Sorafenib,0.2463
MeWo,Sorafenib,0.4461
MFE-280,Sorafenib,0.4915
MFE-296,Sorafenib,0.583
MFE-319,Sorafenib,0.3111
MG-63,Sorafenib,0.3812
MHH-ES-1,Sorafenib,1.8656
MIA PaCa-2,Sorafenib,0.7994
Mino,Sorafenib,0.002441
MJ,Sorafenib,0
MKN-45,Sorafenib,0.8244
MKN7,Sorafenib,0.2289
MKN74,Sorafenib,0.1997
MOG-G-CCM,Sorafenib,0.3726
MOLP-8,Sorafenib,0.9686
MOLT-16,Sorafenib,2.8323
MONO-MAC-1,Sorafenib,5.7935
MOR/CPR,Sorafenib,0.1042
MPP 89,Sorafenib,0
MSTO-211H,Sorafenib,0.7464
NCI-H1048,Sorafenib,0.6078
NCI-H1092,Sorafenib,0
NCI-H1155,Sorafenib,0.4457
NCI-H1184,Sorafenib,0.4186
NCI-H1299,Sorafenib,1.5557
NCI-H1339,Sorafenib,0.7501
NCI-H1341,Sorafenib,0.6177
NCI-H1355,Sorafenib,0.08526
NCI-H1373,Sorafenib,0.1644
NCI-H1563,Sorafenib,0.1783
NCI-H1568,Sorafenib,0.7917
NCI-H1573,Sorafenib,0.3309
NCI-H1581,Sorafenib,0.106
NCI-H1648,Sorafenib,0.5777
NCI-H1650,Sorafenib,0.5556
NCI-H1651,Sorafenib,0.2962
NCI-H1666,Sorafenib,0.6144
NCI-H1693,Sorafenib,0.4801
NCI-H1694,Sorafenib,0.1786
NCI-H1703,Sorafenib,1.7395
NCI-H1792,Sorafenib,0.3336
NCI-H1793,Sorafenib,0.04823
NCI-H1869,Sorafenib,0.2687
NCI-H1915,Sorafenib,0.03571
NCI-H1944,Sorafenib,0.04412
NCI-H1975,Sorafenib,0.1468
NCI-H2009,Sorafenib,0
NCI-H2023,Sorafenib,0.006447
NCI-H2030,Sorafenib,0.5507
NCI-H2052,Sorafenib,1.0207
NCI-H2085,Sorafenib,0.5017
NCI-H2087,Sorafenib,1.0198
NCI-H211,Sorafenib,0.7736
NCI-H2122,Sorafenib,0.4757
NCI-H2170,Sorafenib,0.1748
NCI-H2172,Sorafenib,0.3295
NCI-H2228,Sorafenib,0.5604
NCI-H226,Sorafenib,0.5957
NCI-H2286,Sorafenib,1.2132
NCI-H23,Sorafenib,0.3285
NCI-H2444,Sorafenib,0.1305
NCI-H2452,Sorafenib,0.7511
NCI-H28,Sorafenib,0.1132
NCI-H322,Sorafenib,0
NCI-H3255,Sorafenib,0.1257
NCI-H358,Sorafenib,0.4633
NCI-H441,Sorafenib,0.2335
NCI-H460,Sorafenib,0.1393
NCI-H520,Sorafenib,0.4904
NCI-H522,Sorafenib,0.5832
NCI-H647,Sorafenib,0.8969
NCI-H650,Sorafenib,0.07339
NCI-H661,Sorafenib,0.1372
NCI-H727,Sorafenib,0.2139
NCI-H747,Sorafenib,0.5534
NCI-H810,Sorafenib,0.5582
NCI-N87,Sorafenib,0.4951
NCO2,Sorafenib,2.1583
NIH:OVCAR-3,Sorafenib,1.3616
NUGC-3,Sorafenib,1.0741
NUGC-4,Sorafenib,0.3093
OC 314,Sorafenib,0.0006212
OC 315,Sorafenib,0.01658
OC 316,Sorafenib,0.1094
OCI-AML2,Sorafenib,1.7042
OCI-AML5,Sorafenib,2.4072
OCI-LY10,Sorafenib,0.4065
OCUM-1,Sorafenib,0.1405
OE21,Sorafenib,0.4841
OE33,Sorafenib,0.2001
ONCO-DG-1,Sorafenib,0.4858
ONS-76,Sorafenib,0.9837
OPM-2,Sorafenib,0.1978
OV-90,Sorafenib,0.4936
OVCAR-4,Sorafenib,0.6127
OVCAR-8,Sorafenib,0.9127
OVMANA,Sorafenib,0.7517
OVSAHO,Sorafenib,0.3679
OVTOKO,Sorafenib,0.7373
P12-ICHIKAWA,Sorafenib,1.325
P31/FUJ,Sorafenib,1.1751
P3HR-1,Sorafenib,0.2461
Panc 02.03,Sorafenib,0.5173
Panc 03.27,Sorafenib,0.1145
Panc 04.03,Sorafenib,0.4002
Panc 10.05,Sorafenib,0.7027
PA-TU-8902,Sorafenib,0.4794
PC-14,Sorafenib,0.4259
PC-3,Sorafenib,0.4568
Pfeiffer,Sorafenib,0.06782
PK-1,Sorafenib,0.6839
PK-45H,Sorafenib,0.06274
PK-59,Sorafenib,0.3679
PL45,Sorafenib,0.2544
PLC/PRF/5,Sorafenib,0.4683
PSN1,Sorafenib,0.2279
QGP-1,Sorafenib,0.5314
Raji,Sorafenib,0.03069
RD,Sorafenib,0.4051
Reh,Sorafenib,0.4783
RERF-GC-1B,Sorafenib,0.1891
RERF-LC-AI,Sorafenib,0.03211
RERF-LC-MS,Sorafenib,0.07522
RKN,Sorafenib,0.4223
RKO,Sorafenib,0.8653
RL95-2,Sorafenib,0.1355
RPMI-7951,Sorafenib,0.1968
RPMI-8402,Sorafenib,1.1083
RT-112,Sorafenib,0.6547
RT4,Sorafenib,0.9329
RVH-421,Sorafenib,0
Saos-2,Sorafenib,0.4878
SBC-5,Sorafenib,0.539
SCaBER,Sorafenib,0.6011
SCC-25,Sorafenib,0.3316
SCC-9,Sorafenib,0.2901
SF126,Sorafenib,0.5917
SF-295,Sorafenib,0.2399
SF8657,Sorafenib,0
SH-10-TC,Sorafenib,0.6857
SHP-77,Sorafenib,0.04803
SIG-M5,Sorafenib,2.421
SIMA,Sorafenib,1.1921
SJRH30,Sorafenib,0.5737
SJSA-1,Sorafenib,0.9267
SK-BR-3,Sorafenib,0.7789
SK-CO-1,Sorafenib,0.448
SK-ES-1,Sorafenib,0.5736
SK-HEP-1,Sorafenib,0.3457
SK-LMS-1,Sorafenib,0.3121
SK-LU-1,Sorafenib,0.02507
SK-MEL-2,Sorafenib,0.8119
SK-MEL-24,Sorafenib,0.06075
SK-MEL-30,Sorafenib,0.4895
SK-MEL-31,Sorafenib,0.09934
SK-MEL-5,Sorafenib,0.9226
SK-MES-1,Sorafenib,0.5808
SK-MM-2,Sorafenib,0.9437
SK-N-AS,Sorafenib,0.3163
SK-N-BE(2),Sorafenib,0.3857
SK-N-DZ,Sorafenib,0.154
SK-N-FI,Sorafenib,0.5742
SK-N-SH,Sorafenib,1.011
SK-OV-3,Sorafenib,0.4214
SNG-M,Sorafenib,0.4755
SNU-1,Sorafenib,0.8939
SNU-16,Sorafenib,1.1606
SNU-182,Sorafenib,0.04995
SNU-387,Sorafenib,0.7339
SNU-398,Sorafenib,0.7151
SNU-423,Sorafenib,0.06403
SNU-449,Sorafenib,0.5036
SNU-475,Sorafenib,1.0406
SNU-C2A,Sorafenib,0.6656
SNU-C2B,Sorafenib,0.2368
Sq-1,Sorafenib,0.6838
SU.86.86,Sorafenib,0.2178
SU-DHL-10,Sorafenib,0.01542
SU-DHL-4,Sorafenib,1.8441
SU-DHL-6,Sorafenib,0.8653
SU-DHL-8,Sorafenib,1.6194
SUIT-2,Sorafenib,0.6344
SUP-M2,Sorafenib,0.04683
SUP-T1,Sorafenib,0.05822
SW 1088,Sorafenib,0.0797
SW 1271,Sorafenib,0.3072
SW 1353,Sorafenib,0.3081
SW1417,Sorafenib,0.8551
SW 1573,Sorafenib,0.3386
SW 1990,Sorafenib,0.06581
SW403,Sorafenib,0.003239
SW48,Sorafenib,0.5355
SW480,Sorafenib,0.3728
SW579,Sorafenib,1.8088
SW620,Sorafenib,0.4125
SW 780,Sorafenib,0.1231
SW 900,Sorafenib,0.4596
T24,Sorafenib,0.5063
T3M-10,Sorafenib,0
T-47D,Sorafenib,0.427
T84,Sorafenib,0.614
T98G,Sorafenib,1.0637
TC-71,Sorafenib,0.007735
TCCSUP,Sorafenib,0.01622
TE-1,Sorafenib,0.2454
TE-11,Sorafenib,0.5301
TE-15,Sorafenib,0.4139
TE-5,Sorafenib,0.2589
TE 617.T,Sorafenib,0.9072
TE-9,Sorafenib,0.6806
TEN,Sorafenib,0
Toledo,Sorafenib,0.02052
TOV-112D,Sorafenib,0.9695
TOV-21G,Sorafenib,1.0759
TT2609-C02,Sorafenib,0.5484
TYK-nu,Sorafenib,0.5322
U-118 MG,Sorafenib,0.2384
U-2 OS,Sorafenib,0.5541
U-87 MG,Sorafenib,0.2031
U-937,Sorafenib,0.7181
UACC-257,Sorafenib,0.3558
UACC-62,Sorafenib,0.398
UACC-812,Sorafenib,0.2783
UM-UC-3,Sorafenib,0.2574
VMRC-LCD,Sorafenib,0.8458
VMRC-RCW,Sorafenib,0.9115
VMRC-RCZ,Sorafenib,0.8126
WM-115,Sorafenib,0.3239
WM1799,Sorafenib,1.0246
WM-266-4,Sorafenib,0.1223
WM-793,Sorafenib,0.1739
WM-88,Sorafenib,0.7236
WM-983B,Sorafenib,1.4692
YKG1,Sorafenib,0.2007
ZR-75-1,Sorafenib,0.8454
ZR-75-30,Sorafenib,0.7984
22Rv1,Irinotecan,4.389
5637,Irinotecan,3.3621
639-V,Irinotecan,4.5677
697,Irinotecan,5.5188
769-P,Irinotecan,1.8827
786-O,Irinotecan,3.0887
8305C,Irinotecan,2.8908
8505C,Irinotecan,3.8186
A172,Irinotecan,2.5153
A-204,Irinotecan,2.8739
A2058,Irinotecan,3.5949
A2780,Irinotecan,4.4446
A-375,Irinotecan,3.9345
A549,Irinotecan,1.7063
ALL-SIL,Irinotecan,5.8889
AMO-1,Irinotecan,3.7332
AsPC-1,Irinotecan,2.2418
AZ-521,Irinotecan,4.4041
B-CPAP,Irinotecan,3.9819
BGC-823,Irinotecan,2.2857
BL-41,Irinotecan,4.7396
BL-70,Irinotecan,4.8923
BT-20,Irinotecan,2.4196
BT-549,Irinotecan,3.4086
C32,Irinotecan,2.0384
Caki-2,Irinotecan,0.5537
CAL-78,Irinotecan,2.9043
CAL-85-1,Irinotecan,2.8611
Calu-1,Irinotecan,1.8093
CAMA-1,Irinotecan,3.1566
Capan-2,Irinotecan,1.5901
CAS-1,Irinotecan,2.2248
CHL-1,Irinotecan,2.9906
CI-1,Irinotecan,4.4997
CMK-86,Irinotecan,4.3505
COLO-320,Irinotecan,2.9318
COLO-677,Irinotecan,3.0738
COLO-678,Irinotecan,1.9174
COLO-679,Irinotecan,2.1461
COLO-699,Irinotecan,2.7471
COR-L23,Irinotecan,2.9901
COV318,Irinotecan,2.342
Daoy,Irinotecan,3.9651
DBTRG-05MG,Irinotecan,3.4461
DEL,Irinotecan,5.873
DK-MG,Irinotecan,1.8847
DOHH-2,Irinotecan,5.5641
DOV13,Irinotecan,3.6086
DU 145,Irinotecan,3.5571
EBC-1,Irinotecan,3.5052
EFE-184,Irinotecan,2.2955
EFM-19,Irinotecan,2.2524
EFO-21,Irinotecan,1.9361
EFO-27,Irinotecan,2.605
EM-2,Irinotecan,5.2348
EN,Irinotecan,0.9262
F-36P,Irinotecan,3.0544
FU-OV-1,Irinotecan,1.2757
G-361,Irinotecan,3.2033
G-401,Irinotecan,4.6555
GB-1,Irinotecan,4.2248
GCT,Irinotecan,4.69
GLC-82,Irinotecan,2.2821
GMS-10,Irinotecan,1.5352
GRANTA-519,Irinotecan,5.1588
HCC1569,Irinotecan,2.4213
HCC2935,Irinotecan,1.7352
HCC4006,Irinotecan,2.5662
HCC-56,Irinotecan,1.8327
HCC70,Irinotecan,2.2185
HCT 116,Irinotecan,3.3454
HCT-15,Irinotecan,2.7435
HDQ-P1,Irinotecan,3.8757
HEC-151,Irinotecan,2.922
HEC-1-B,Irinotecan,1.4273
HEC-251,Irinotecan,1.7593
HEC-265,Irinotecan,3.2408
HEC-59,Irinotecan,3.771
HEC-6,Irinotecan,3.6618
Hep 3B2.1-7,Irinotecan,1.5377
Hep G2,Irinotecan,3.224
Hey-A8,Irinotecan,3.4329
HGC-27,Irinotecan,1.955
HLE,Irinotecan,2.9701
HLF,Irinotecan,3.7736
HMC-1-8,Irinotecan,1.7798
HMCB,Irinotecan,3.5353
HOS,Irinotecan,3.5016
HPAC,Irinotecan,2.3686
Hs 294T,Irinotecan,2.3295
Hs 683,Irinotecan,2.8785
Hs 695T,Irinotecan,2.5234
Hs 739.T,Irinotecan,2.0158
Hs 766T,Irinotecan,0.9451
Hs 840.T,Irinotecan,2.2389
Hs 852.T,Irinotecan,0.8084
Hs 936.T,Irinotecan,1.5988
Hs 944.T,Irinotecan,4.1102
HSC-2,Irinotecan,3.5079
HT-1197,Irinotecan,1.3475
HT-1376,Irinotecan,1.5047
HT-144,Irinotecan,2.7864
HT-29,Irinotecan,3.1076
HuCCT1,Irinotecan,2.0752
huH-1,Irinotecan,2.3966
HUP-T3,Irinotecan,2.011
IA-LM,Irinotecan,2.821
IGR-37,Irinotecan,3.7394
